rep,id,initT,ldS,ltau,lk,lw,ldE,lE50,initV,initAP
1,15,0.560927176984646,-1.01888562213616,-4.22062592367231,4.77085966782741,-0.288861360574912,-7.22477189029817,2.86904437308477,0.001,1
1,16,1.08740777992529,-0.901668636098916,-4.16309906694123,4.74512919983937,-0.228183231693953,-7.20485646487405,2.63538128695076,0.001,1
1,17,-0.619338665209307,-0.7197406551138,-4.12409861758839,4.84879712168502,-0.269673958020206,-7.55905537346198,2.40009304349219,0.001,1
1,18,-0.49384545186191,-0.28903811382315,-4.25089901803851,4.69783749325359,0.14104910169764,-7.02144096259116,2.04969321583981,0.001,1
1,19,0.184406007859722,-0.870122358980832,-4.03344276770036,4.77842725957983,-0.33223333547987,-7.48357769809682,2.41758445446288,0.001,1
1,20,0.0139139690014525,-1.55090969926053,-4.15275528282679,5.19687821554828,-0.125861007016559,-6.89356236650295,3.24930547454875,0.001,1
1,21,-1.11810797125737,-1.62891963606846,-3.98571765444338,5.21101904373157,-0.412955215337821,-7.38168919130786,3.07441841912327,0.001,1
1,22,-1.22614550687436,0.163035726299713,-4.09185757349666,3.6080973389479,-0.310927941780995,-7.1981994497802,1.60188684166256,0.001,1
1,23,-1.38233531765405,-0.386578070872738,-3.74908765258379,4.43666565816108,-0.215447789587935,-7.41761561574052,1.44131023247864,0.001,1
1,24,-0.874652519127485,-1.04815482859131,-4.28090868101838,4.90838573508917,0.0314084592736614,-6.73827251509204,2.89347615860246,0.001,1
1,25,-1.31527895958021,-0.21194891612344,-4.15910670948001,4.41078390623113,0.0397124463571997,-7.00099075032112,1.85932249939043,0.001,1
1,26,-1.35157799896413,0.0968746435970242,-3.97470946483764,3.71720806249454,-0.0186914378358268,-6.74736331172049,1.41795410396777,0.001,1
1,27,0.44439041765489,-0.505349328673234,-3.88631760530237,4.31737983413489,-0.400564415784434,-7.5001315237568,1.84972426770682,0.001,1
1,28,1.21490634849901,-0.679004761579838,-4.1615980700374,4.73014798558244,-0.109561711858273,-7.17702489466263,2.38541312388094,0.001,1
1,29,-0.220135228735598,-0.630065002933461,-4.15370500637384,4.3378054504518,-0.200021737220576,-7.00343142792945,2.42714569338126,0.001,1
1,30,0.955260040426936,-0.877821481947804,-4.08875054379371,4.8264058574639,0.174880340406996,-6.5940230882998,2.38949290414656,0.001,1
1,31,0.386160377217263,-0.0699574893276029,-3.98525217884419,4.09616581152598,-0.243118756922936,-7.36681940836773,1.55435478088987,0.001,1
1,32,-1.00069558701442,-0.0608891817019705,-4.18236158661639,4.17147105515287,-0.138462020839824,-7.22874265941671,1.87132074189377,0.001,1
1,33,0.456845489831284,-0.173567825016408,-4.25815231123202,4.33981813260413,-0.126090327348206,-7.25066541060264,2.05326606487153,0.001,1
1,34,0.557770414799971,0.128528490590972,-3.83321206998996,3.58971045600423,0.0401052646851325,-6.56658089448453,1.13096258330319,0.001,1
